Name	N duplicates	Raw 0	Raw 1	Raw 2	Raw 3	Raw 4	Raw 5	Raw 6	Raw 7	Raw 8	Raw 9	Raw 10	Raw 11	Raw 12	Raw 13	Raw 14	Raw 15	Raw 16	Raw 17	Raw 18	Raw 19	Raw 20	Raw 21	Raw 22	Raw 23	Raw 24	Raw 25	Raw 26	Raw 27	Raw 28	Raw 29	Raw 30	Raw 31	Raw 32	Raw 33	Raw 34	Raw 35	Ratio 0	Ratio 1	Ratio 2	Ratio 3	Ratio 4	Ratio 5	Ratio 6	Ratio 7	Ratio 8	Ratio 9	Ratio 10	Ratio 11	Ratio 12	Ratio 13	Ratio 14	Ratio 15	Ratio 16	Ratio 17	Ratio 18	Ratio 19	Ratio 20	Ratio 21	Ratio 22	Ratio 23	Ratio 24	Ratio 25	Ratio 26	Ratio 27	Ratio 28	Ratio 29	Ratio 30	Ratio 31	Ratio 32	Ratio 33	Ratio 34	Ratio 35	Control Ratio Std	Signal Quality	pEC50	Curve Slope	Curve Front	Curve Back	Curve Fold Change	Curve AUC	Curve RMSE	Curve R2	pEC50 Error	Curve Slope Error	Curve Front Error	Curve Back Error	Null Model	Null RMSE	Curve F_Value	Curve P_Value	Curve Log P_Value	Curve F_Value SAM Corrected	Curve Relevance Score	Curve Regulation
A204 Anlotinib	1	1.0	1.0	1.0	1.106	1.0805	1.0497	1.0778	1.0605	1.0902	1.0428	1.0063	1.0899	1.0611	1.0777	1.0053	1.0517	1.0065	1.0877	1.0162	0.9564	1.0186	0.8007	0.8767	0.8081	0.4614	0.474	0.4902	0.3647	0.3901	0.3253	0.1779	0.186	0.176	0.0679	0.0658	0.0631	1.0	1.0	1.0	1.106	1.0805	1.0497	1.0778	1.0605	1.0902	1.0428	1.0063	1.0899	1.0611	1.0777	1.0053	1.0517	1.0065	1.0877	1.0162	0.9564	1.0186	0.8007	0.8767	0.8081	0.4614	0.474	0.4902	0.3647	0.3901	0.3253	0.1779	0.186	0.176	0.0679	0.0658	0.0631	0.0	0.0	6.470941110870807	1.005025697943795	1.0729618582301155	0.07074039470064049	-3.279523376567488	0.7609490625555965	0.04337780030040107	0.9866374829864485	0.04967835199433073	0.09839719233447493	0.013088920565014678	0.03250176683718282	0.7513987012987013	0.3752572297931112	627.6243381792135	1.3851123247121675e-25	24.858515006365128	131.5257860670518	16.483553419548663	down
A204 Apatinib	1	1.0	1.0	1.0	1.0966	1.0078	0.9991	1.0557	1.0368	1.0053	1.0944	1.0189	1.04	1.0951	1.0558	1.0629	1.0026	1.0102	1.0335	0.9978	1.0536	0.9867	0.9725	0.9927	1.0105	0.8886	0.7857	0.758	0.5394	0.4751	0.4321	0.353	0.371	0.3606	0.3461	0.3512	0.3282	1.0	1.0	1.0	1.0966	1.0078	0.9991	1.0557	1.0368	1.0053	1.0944	1.0189	1.04	1.0951	1.0558	1.0629	1.0026	1.0102	1.0335	0.9978	1.0536	0.9867	0.9725	0.9927	1.0105	0.8886	0.7857	0.758	0.5394	0.4751	0.4321	0.353	0.371	0.3606	0.3461	0.3512	0.3282	0.0	0.0	6.262186538493929	1.7942565711758864	1.036621969550185	0.3366240996016978	-1.5546588715207337	0.851185982042567	0.03373946202887273	0.985361463956315	0.032172483871927206	0.19779373030128333	0.008263148599802709	0.018271002794589354	0.8409437229437227	0.2788629972871607	572.1633302377371	4.396771810393211e-25	24.3568660733975	49.9155484108488	11.5307703577537	down
A204 Asciminib	1	1.0	1.0	1.0	1.047	1.0181	0.9907	1.0533	1.0815	0.9975	1.0752	1.0146	1.0503	1.0832	1.0147	1.0154	1.0235	1.0627	1.0357	1.0677	1.0447	1.0279	1.1035	1.0424	1.0218	1.0214	1.1025	1.0471	1.0627	1.0644	1.0035	0.8723	0.7958	0.7304	0.409	0.4272	0.5117	1.0	1.0	1.0	1.047	1.0181	0.9907	1.0533	1.0815	0.9975	1.0752	1.0146	1.0503	1.0832	1.0147	1.0154	1.0235	1.0627	1.0357	1.0677	1.0447	1.0279	1.1035	1.0424	1.0218	1.0214	1.1025	1.0471	1.0627	1.0644	1.0035	0.8723	0.7958	0.7304	0.409	0.4272	0.5117	0.0	0.0	5.384370440247534	2.546913579077195	1.044545503967158	0.39016007061137475	-1.144576745810567	0.9894744924656126	0.035969203026118536	0.9595479097204771	0.08219734232491252	1.0552822716336088	0.007788616444520394	0.09173887432564308	0.9707097402597398	0.17885557987493003	201.66591485685544	1.7971329352098747e-19	18.74541979662905	23.590982232126624	8.010413232534114	down
A204 Avapritinib	1	1.0	1.0	1.0	1.0383	1.0143	0.998	1.0847	1.0412	1.0455	1.0769	1.0439	1.0323	1.0291	1.1194	0.9988	1.0477	1.0522	0.9534	0.9699	1.0145	0.8931	0.7898	0.7682	0.7519	0.5028	0.4973	0.5217	0.338	0.353	0.3846	0.2703	0.2748	0.3008	0.2206	0.1978	0.2162	1.0	1.0	1.0	1.0383	1.0143	0.998	1.0847	1.0412	1.0455	1.0769	1.0439	1.0323	1.0291	1.1194	0.9988	1.0477	1.0522	0.9534	0.9699	1.0145	0.8931	0.7898	0.7682	0.7519	0.5028	0.4973	0.5217	0.338	0.353	0.3846	0.2703	0.2748	0.3008	0.2206	0.1978	0.2162	0.0	0.0	6.64862121887544	1.1407562911221298	1.047576319791336	0.22801915176400334	-2.0669344111906915	0.763454529515275	0.03390429684562408	0.9892472900244013	0.03819345716023142	0.10025809272103961	0.010070999566394031	0.019309493067721513	0.7577679653679654	0.32696868762393466	782.0362156445557	8.856582097919762e-27	26.05273384723247	81.49181492499305	13.997504429826881	down
A204 Axitinib	1	1.0	1.0	1.0	1.1353	1.0111	0.9836	1.1042	1.0912	1.0147	1.0522	1.0403	0.9846	0.9722	0.9089	0.9451	0.8427	0.7275	0.7404	0.5203	0.4617	0.469	0.4546	0.3768	0.3829	0.3957	0.3111	0.3695	0.3163	0.2372	0.3131	0.106	0.1019	0.2698	0.0305	0.0315	0.0395	1.0	1.0	1.0	1.1353	1.0111	0.9836	1.1042	1.0912	1.0147	1.0522	1.0403	0.9846	0.9722	0.9089	0.9451	0.8427	0.7275	0.7404	0.5203	0.4617	0.469	0.4546	0.3768	0.3829	0.3957	0.3111	0.3695	0.3163	0.2372	0.3131	0.106	0.1019	0.2698	0.0305	0.0315	0.0395	0.0	0.0	7.431194727341486	0.6011215209846309	1.1234219184905048	0.08859854722247501	-3.0213237885248803	0.5966552692104866	0.07391239605083665	0.959771973673915	0.12131649666031401	0.10281757795027631	0.04635842770631697	0.05164469717803931	0.6042166666666667	0.3685591160756761	202.84826092774762	1.67277856522757e-19	18.776561545149153	67.70441087102442	13.053472359393183	down
A204 BAY-1895344	1	1.0	1.0	1.0	1.1365	1.0656	1.0003	1.0924	1.0283	1.0211	1.1473	1.0461	1.0217	1.1483	1.0392	1.0455	1.0327	0.9851	1.0585	0.9211	0.883	0.9051	0.7177	0.6661	0.6188	0.4079	0.4082	0.4769	0.2951	0.2741	0.3043	0.2346	0.2344	0.2231	0.2207	0.2157	0.2281	1.0	1.0	1.0	1.1365	1.0656	1.0003	1.0924	1.0283	1.0211	1.1473	1.0461	1.0217	1.1483	1.0392	1.0455	1.0327	0.9851	1.0585	0.9211	0.883	0.9051	0.7177	0.6661	0.6188	0.4079	0.4082	0.4769	0.2951	0.2741	0.3043	0.2346	0.2344	0.2231	0.2207	0.2157	0.2281	0.0	0.0	6.851575992081058	1.1611932918766812	1.0693728505338633	0.21650532023578842	-2.168121461190057	0.737838782984595	0.03821309685026228	0.988181659123175	0.03893021138220327	0.10734149469605361	0.011824125794754921	0.018832181494759365	0.7350261904761903	0.3515226044143283	710.7849446208736	2.9253676682497136e-26	25.53381954282716	84.13127612249987	14.161038942369476	down
A204 BMS-986165	1	1.0	1.0	1.0	1.1493	1.0784	1.0621	1.1122	1.0878	1.0712	1.1122	1.0471	1.0848	1.0702	1.0391	1.0835	1.0072	1.0716	1.1005	1.0727	1.0408	1.0813	1.0773	1.0859	1.0521	1.1261	1.0532	1.0759	1.1681	1.0616	1.0988	0.9798	1.0265	1.0198	0.7616	0.7003	0.681	1.0	1.0	1.0	1.1493	1.0784	1.0621	1.1122	1.0878	1.0712	1.1122	1.0471	1.0848	1.0702	1.0391	1.0835	1.0072	1.0716	1.1005	1.0727	1.0408	1.0813	1.0773	1.0859	1.0521	1.1261	1.0532	1.0759	1.1681	1.0616	1.0988	0.9798	1.0265	1.0198	0.7616	0.7003	0.681	0.0	0.0	5.265464717689279	3.367988534257079	1.0786305565453833	0.6683544544790897	-0.48441277186130344	1.0544630626803602	0.034823819277704934	0.8972819053057489	0.9237141428145129	10.887058965452482	0.007460878234748331	0.6422200284099492	1.0418339826839824	0.10868279776918191	74.29188000621849	2.9863795017291064e-14	13.524855004034233	5.257972888547795	2.6568121608823114	down
A204 Barasertib	1	1.0	1.0	1.0	1.0769	1.0394	1.034	1.0771	1.0625	1.0071	1.0254	1.0758	1.0451	1.0271	1.0454	1.0497	0.9836	0.9855	0.9926	0.9337	0.9384	0.8478	0.8927	0.8863	0.7986	0.8476	0.8321	0.7603	0.658	0.731	0.7096	0.4088	0.4577	0.4572	0.3887	0.3952	0.3539	1.0	1.0	1.0	1.0769	1.0394	1.034	1.0771	1.0625	1.0071	1.0254	1.0758	1.0451	1.0271	1.0454	1.0497	0.9836	0.9855	0.9926	0.9337	0.9384	0.8478	0.8927	0.8863	0.7986	0.8476	0.8321	0.7603	0.658	0.731	0.7096	0.4088	0.4577	0.4572	0.3887	0.3952	0.3539	0.0	0.0	5.555592851777713	0.5174273810205212	1.0560772374936598	0.0001	-1.4761285616797848	0.8569918397021725	0.0422933503744225	0.9665670013834523	0.42061283631890006	0.10701922291597989	0.018757936201399122	0.25282660810306146	0.8468811688311688	0.231306461435361	245.74374363971424	1.581224888596797e-20	19.801006358447975	35.082651324915645	9.827857846543528	down
A204 Baricitinib	1	1.0	1.0	1.0	1.0993	1.071	0.9966	1.0581	1.0659	0.9977	1.0542	1.0781	1.0187	1.0729	1.0771	1.0	1.0361	1.0485	1.014	1.0181	1.0601	1.0347	1.0403	0.9968	1.0213	0.9933	0.9932	1.0313	1.0237	0.9218	0.9681	0.9341	0.8885	0.9809	0.8451	0.8224	0.8223	1.0	1.0	1.0	1.0993	1.071	0.9966	1.0581	1.0659	0.9977	1.0542	1.0781	1.0187	1.0729	1.0771	1.0	1.0361	1.0485	1.014	1.0181	1.0601	1.0347	1.0403	0.9968	1.0213	0.9933	0.9932	1.0313	1.0237	0.9218	0.9681	0.9341	0.8885	0.9809	0.8451	0.8224	0.8223	0.0	0.0	3.9593196964755197	0.5730748130922224	1.0462173539737198	0.0001	-0.2604989107924131	1.0087683783878292	0.030129315596809144	0.815377397165978	4.802910175067196	0.3792302390750009	0.010458619723641515	4.610582633539508	1.0032945887445885	0.070125567621751	37.54613387421919	7.081257326624769e-11	10.149889623449395	1.7385375979409015	0.7179854169931839	not
A204 Belizatinib	1	1.0	1.0	1.0	1.1186	1.0918	1.0819	1.1677	1.059	1.0906	1.1455	1.0927	1.0827	1.1013	1.0614	1.0772	1.0961	1.084	1.0948	1.1341	1.0459	1.0852	1.0974	1.0496	1.0929	1.0524	1.0153	1.0726	1.0556	0.8884	1.0083	0.7139	0.7179	0.7479	0.4381	0.304	0.3422	1.0	1.0	1.0	1.1186	1.0918	1.0819	1.1677	1.059	1.0906	1.1455	1.0927	1.0827	1.1013	1.0614	1.0772	1.0961	1.084	1.0948	1.1341	1.0459	1.0852	1.0974	1.0496	1.0929	1.0524	1.0153	1.0726	1.0556	0.8884	1.0083	0.7139	0.7179	0.7479	0.4381	0.304	0.3422	0.0	0.0	5.240465603467674	1.269796950501453	1.091610891837985	0.0001	-1.4678031880757778	1.0051025996832563	0.03964160557472004	0.967936936654512	0.19693040049599983	0.2791684836916302	0.009383073561805098	0.2726522081132054	0.982513852813853	0.22140421788294093	256.64792572204306	9.257835827153837e-21	20.033490524999888	35.40657037988251	9.871296637711804	down
A204 Binimetinib	1	1.0	1.0	1.0	1.0755	1.0435	1.0135	1.0433	1.0389	1.0921	1.054	1.0702	1.0649	1.0605	1.05	1.0868	1.0436	1.0584	1.0283	1.0084	1.0664	0.9824	0.9944	1.037	1.0325	0.9344	0.9381	0.937	0.9418	0.8965	0.9285	0.8763	0.9454	0.8841	0.7232	0.729	0.6861	1.0	1.0	1.0	1.0755	1.0435	1.0135	1.0433	1.0389	1.0921	1.054	1.0702	1.0649	1.0605	1.05	1.0868	1.0436	1.0584	1.0283	1.0084	1.0664	0.9824	0.9944	1.037	1.0325	0.9344	0.9381	0.937	0.9418	0.8965	0.9285	0.8763	0.9454	0.8841	0.7232	0.729	0.6861	0.0	0.0	4.290318996113111	0.51768543586317	1.0555223854600342	0.0001	-0.4371408800959729	0.989505124394855	0.03270306671237923	0.8985751261610668	2.4443764430958623	0.23490255319025186	0.012800844219365084	1.9219376639360648	0.9823359307359308	0.1026921741813955	75.31401831639293	2.5439488356002038e-14	13.594491627551907	4.528313491717925	2.293653991473746	down
A204 Bosutinib	1	1.0	1.0	1.0	1.1162	1.0984	1.0414	1.1281	1.1365	1.0983	1.0442	1.1694	1.0519	1.0938	1.1885	1.1177	1.1459	1.2075	1.143	1.2032	1.2277	1.2049	1.22	1.2465	1.2194	1.1727	1.2855	1.1594	1.1161	1.099	1.1171	0.7297	0.9014	0.7885	0.2135	0.2798	0.2851	1.0	1.0	1.0	1.1162	1.0984	1.0414	1.1281	1.1365	1.0983	1.0442	1.1694	1.0519	1.0938	1.1885	1.1177	1.1459	1.2075	1.143	1.2032	1.2277	1.2049	1.22	1.2465	1.2194	1.1727	1.2855	1.1594	1.1161	1.099	1.1171	0.7297	0.9014	0.7885	0.2135	0.2798	0.2851	0.0	0.0	5.329063489222134	2.1572614409052684	1.1528131942395303	0.0879498285197677	-1.9337711757890501	1.071336960563696	0.06468904366463506	0.9417360488854681	0.149060481317569	0.9711424016784173	0.014159727336232128	0.26213889732591505	1.0421424242424244	0.2680512866452745	137.44635619653656	1.927445910267327e-17	16.715017800671056	36.51864932620414	10.01786563874979	down
A204 Brigatinib	1	1.0	1.0	1.0	1.0777	1.0642	1.0415	1.0457	1.1224	1.079	1.0332	1.041	1.0133	1.079	1.0726	1.0379	1.0754	1.0396	1.016	0.9792	1.1274	0.9889	1.0518	1.153	0.9718	1.0333	1.0238	0.917	0.7208	0.6593	0.697	0.2925	0.2662	0.2285	0.012	0.0174	0.0111	1.0	1.0	1.0	1.0777	1.0642	1.0415	1.0457	1.1224	1.079	1.0332	1.041	1.0133	1.079	1.0726	1.0379	1.0754	1.0396	1.016	0.9792	1.1274	0.9889	1.0518	1.153	0.9718	1.0333	1.0238	0.917	0.7208	0.6593	0.697	0.2925	0.2662	0.2285	0.012	0.0174	0.0111	0.0	0.0	5.777832402861141	1.7067349888161314	1.0539011938908693	0.0001	-4.397704678802713	0.8794600071288925	0.04348933794819247	0.9847332835432343	0.037169150486268406	0.19154037670172075	0.010023155963785982	0.04223365594503858	0.8541755411255408	0.3519768910790136	548.277446632463	7.4852755853772075e-25	24.125792205607453	164.513487418756	17.663908134724984	down
