Name	N duplicates	Raw 0	Raw 1	Raw 2	Raw 3	Raw 4	Raw 5	Raw 6	Raw 7	Raw 8	Raw 9	Raw 10	Raw 11	Ratio 0	Ratio 1	Ratio 2	Ratio 3	Ratio 4	Ratio 5	Ratio 6	Ratio 7	Ratio 8	Ratio 9	Ratio 10	Ratio 11	Signal Quality	pEC50	Curve Slope	Curve Front	Curve Back	Curve Fold Change	Curve AUC	Curve RMSE	Curve R2	pEC50 Error	Curve Slope Error	Curve Front Error	Curve Back Error	Null Model	Null RMSE	Curve F_Value	Curve P_Value	Curve Log P_Value	Curve F_Value SAM Corrected	Curve Relevance Score	Curve Regulation
A204 Abemaciclib 2	1	1	1.0328	1.0428	1.0516	1.0266	0.9761	0.8565	0.7239	0.5436	0.3979	0.3487	0.3205	1.0	1.0328	1.0428	1.0516	1.0266	0.9761	0.8565	0.7239	0.5436	0.3979	0.3487	0.3205	0.0	6.800550861726429	0.896821582133707	1.0447099023178685	0.30179590213406327	-1.6465392966224166	0.7626071892605899	0.016419776946555702	0.9966380218507713	0.051104037545338515	0.08324798514805946	0.010343907249559038	0.021073556473512188	0.7662530303030303	0.2833792021411459	890.5578917034454	2.7487532733436505e-10	9.560864240452712	80.53871825492578	5.643694852185941	down
A204 Abemaciclib 3	1	1	1.0236	1.0044	1.036	0.9946	0.9604	0.8649	0.7234	0.5579	0.4097	0.391	0.3132	1.0	1.0236	1.0044	1.036	0.9946	0.9604	0.8649	0.7234	0.5579	0.4097	0.391	0.3132	0.0	6.760972550477943	0.8847809336239268	1.0229617192263718	0.3147969563132908	-1.5826818599867258	0.7596689893332458	0.015691771067225444	0.9965949712648806	0.05286809135563754	0.08330304412681333	0.009866563439734652	0.021063475174060004	0.7626939393939394	0.26912029933940124	879.4096364545107	2.8827460529889046e-10	9.540193613818248	75.89863870293595	5.548411031217797	down
A204 Abrocitinib 1	1	1	1.1187	1.1426	1.1273	1.1418	1.1312	1.1235	1.1165	1.1328	1.1008	1.0429	0.9798	1.0	1.1187	1.1426	1.1273	1.1418	1.1312	1.1235	1.1165	1.1328	1.1008	1.0429	0.9798	0.0	5.473569837485412	1.6963326451334035	1.1243350533813197	0.9589691515308337	-0.02702370172957763	1.106619238285092	0.036963426146267374	0.5327861384306676	0.6278856148601252	2.830118964203764	0.01590313171502616	0.14106975092644705	1.1037712121212122	0.054564984613886626	3.537397466470765	0.0640139318293979	1.1937254969821594	0.03588001214212541	-0.0	
A204 Abrocitinib 2	1	1	1.0799	1.0338	1.0538	1.0285	1.0442	1.0585	1.0703	1.0374	0.9679	0.9347	0.9537	1.0	1.0799	1.0338	1.0538	1.0285	1.0442	1.0585	1.0703	1.0374	0.9679	0.9347	0.9537	0.0	6.145039533002559	3.2323353594299844	1.0493451913383183	0.9449180219596262	-0.08170720239563717	1.0242744819359713	0.020069223430135365	0.8038211028261469	0.20468071209024843	2.8351512509664865	0.008762817996551599	0.018082445469648427	1.023372727272727	0.0453352802764144	12.308503181609861	0.0017657600881691746	2.753068303851429	0.2905357279801565	0.015015177884022464	not
A204 Abrocitinib 3	1	1	1.0038	1.0076	1.0408	1.0157	1.0366	1.021	1.0295	1.0346	1.0355	1.0571	0.912	1.0	1.0038	1.0076	1.0408	1.0157	1.0366	1.021	1.0295	1.0346	1.0355	1.0571	0.912	0.0	5.214006147549759	9.998958768314841	1.0272054358051943	0.911124353996682	-0.13295826477173187	1.0219893323218654	0.016214610424575292	0.7890102241366221	110459.91788263732	4142479.964700843	0.006619611913746582	3828.8982170187505	1.018930303030303	0.03540681052290586	11.304801348429141	0.0023284908775017756	2.6329254591950253	0.6275267787077142	0.11698678576401714	not
A204 Acalabrutinib 1	1	1	1.1158	1.0665	1.0717	1.1257	1.1255	1.0699	1.1182	1.0983	1.1129	0.9868	0.9148	1.0	1.1158	1.0665	1.0717	1.1257	1.1255	1.0699	1.1182	1.0983	1.1129	0.9868	0.9148	0.0	5.5329900380375525	3.498490101235431	1.0962883583231355	0.9189284784078675	-0.11822895353823573	1.076406048871106	0.034866567251767504	0.7027294631824106	0.16769558486867456	7.547892883512927	0.014307108667284687	0.050374987669820154	1.072818181818182	0.06419743537997755	7.170404574278414	0.009577351286151236	2.018754582869325	0.4700291141236979	0.06145243356913833	not
A204 Acalabrutinib 2	1	1	1.0615	1.0868	1.0678	1.0716	1.1354	1.1099	1.0616	1.03	1.0425	1.0208	0.8838	1.0	1.0615	1.0868	1.0678	1.0716	1.1354	1.1099	1.0616	1.03	1.0425	1.0208	0.8838	0.0	4.219120619416928	0.863801904731924	1.078906374682547	0.0001	-0.16729186914153626	1.0570824775145724	0.03312945441032292	0.705024247128434	10.971006434432644	1.607844312126607	0.016456288258485403	17.007302294967996	1.0528015151515153	0.06121662192799832	7.2430998973725345	0.009294692729714837	2.0317649628576606	0.7715322527290311	0.1740088473170239	not
A204 Acalabrutinib 3	1	1	1.0228	1.0678	1.0263	1.0731	1.0456	1.0809	1.0331	1.024	1.0046	1.0395	0.8178	1.0	1.0228	1.0678	1.0263	1.0731	1.0456	1.0809	1.0331	1.024	1.0046	1.0395	0.8178	0.0	5.238530261448724	9.154004571173667	1.0408295396027285	0.8163359826947509	-0.2901841108860644	1.029587793674143	0.024589939277950647	0.859391983098726	12119.78583187616	458865.46940824116	0.010038896522149381	741.7932733446477	1.0238242424242425	0.06571144379231743	18.423398245500955	0.0004562030263448864	3.3408418380411216	2.194128254301091	0.7531764933117429	not
A204 Afatinib 1	1	1	1.0504	0.9442	0.9883	0.9522	1.0673	0.9561	0.9027	0.6688	0.3313	0.1648	0.0039	1.0	1.0504	0.9442	0.9883	0.9522	1.0673	0.9561	0.9027	0.6688	0.3313	0.1648	0.0039	0.0	6.173583022409765	1.194497826295312	1.0000176214149101	0.0001	-4.709246568787181	0.7510211294026558	0.03784200551877985	0.9888090979423999	0.08061322491828592	0.21378259903613844	0.01893554147374619	0.06278669916840968	0.7443287878787879	0.3578119762867035	265.21478288977625	2.647499661201075e-08	7.577164086796875	127.25040735670326	6.382043899706038	down
A204 Afatinib 2	1	1	0.9859	1.0499	1.0178	1.0699	1.0476	0.9897	0.8643	0.5757	0.359	0.1995	0.0053	1.0	0.9859	1.0499	1.0178	1.0699	1.0476	0.9897	0.8643	0.5757	0.359	0.1995	0.0053	0.0	6.259132039278397	0.9766213684933556	1.0430987500847146	0.0001	-4.104339575327169	0.7622220638531194	0.036440204826392	0.9899138773947092	0.09486011249082787	0.16371352941909603	0.01982400916283672	0.06975439681135963	0.757521212121212	0.3628958391135309	294.5251023483495	1.7849085744154692e-08	7.748384024170129	124.76177049663013	6.350043104515939	down
A204 Afatinib 3	1	1	0.9417	1.007	1.0704	0.9048	0.9187	0.8885	0.8111	0.5391	0.3294	0.1603	0.0083	1.0	0.9417	1.007	1.0704	0.9048	0.9187	0.8885	0.8111	0.5391	0.3294	0.1603	0.0083	0.0	6.296349599781074	0.9234186956860905	0.9832644781791188	0.0001	-4.08748289660932	0.7101328672377923	0.04195854083221385	0.9854079595820741	0.12332069652095237	0.18961232460703087	0.023542217328284435	0.08265903528916176	0.7049363636363636	0.34749012242932953	202.76212182141597	7.257822262782572e-08	7.139193671467222	96.84619173049948	5.940567646757008	down
A204 Alectinib 1	1	1	1.1052	1.0411	1.068	1.0562	1.09	1.0805	1.1195	1.13	1.107	1.1028	1.0733	1.0	1.1052	1.0411	1.068	1.0562	1.09	1.0805	1.1195	1.13	1.107	1.1028	1.0733	0.0	7.754234030916871	1.6018933197249616	1.0606647942992373	1.1059565401364284	0.1452924063191783	1.0868176302405652	0.026573014285967766	0.42347356640620726	0.7479190767756004	3.8706846022810693	0.017065584880593555	0.016010949940791355	1.0858045454545457	0.03530739929396646	2.296281631941877	0.16199362368203474	0.7905020796191372	0.42005018644632525	0.04622205547162348	not
A204 Alectinib 2	1	1	1.0823	1.0951	1.0991	1.1157	1.0882	1.0939	1.1078	1.1213	1.106	1.1387	1.1466	1.0	1.0823	1.0951	1.0991	1.1157	1.0882	1.0939	1.1078	1.1213	1.106	1.1387	1.1466	0.0	3.0	0.06455190885272567	1.000986497394407	1.3130042340764125	0.18139018461082126	1.1083415992906251	0.01077796945365006	0.9069348328988066	61.90040740834519	0.16994186076035503	0.013200159125117471	1.52468924383067	1.105140909090909	0.035768318141123544	30.04033159807554	8.238734720688298e-05	4.0841394807806175	1.2631739749029804	0.38207718495007204	
A204 Alectinib 3	1	1	1.0783	1.0777	1.1121	1.1222	1.0689	1.0945	1.1482	1.1488	1.0979	1.174	1.2126	1.0	1.0783	1.0777	1.1121	1.1222	1.0689	1.0945	1.1482	1.1488	1.0979	1.174	1.2126	0.0	3.0	0.12014208551597509	1.0107737142307882	1.4732661611733457	0.23833687402033163	1.1198970295091852	0.025679441440396442	0.7668849262147124	30.86412988467027	0.2077879499139077	0.03143326747678009	2.2854902975674993	1.1169742424242426	0.05349174680812006	10.017382588350758	0.0034289587681487653	2.464837737070279	1.370329334989544	0.42730678262924476	
A204 Alisertib 1	1	1	1.1037	1.0626	1.0471	1.0295	1.0516	1.0388	0.7704	0.8149	0.754	0.7311	0.7616	1.0	1.1037	1.0626	1.0471	1.0295	1.0516	1.0388	0.7704	0.8149	0.754	0.7311	0.7616	0.0	7.153398234378531	5.902898777561294	1.0529725742345457	0.7650505072324113	-0.38637309985527674	0.9229790254705843	0.028659356344940167	0.9590182470716335	0.19387429820364444	4.760599796117969	0.01433731028278119	0.017564127447299717	0.9261590909090909	0.14163473992047854	70.27029982103693	3.759281215290551e-06	5.424895185411278	4.908821971430316	1.553560026417164	down
A204 Alisertib 2	1	1	1.0882	1.0782	1.0921	1.0176	1.052	1.0341	0.8686	0.7528	0.7111	0.7318	0.6747	1.0	1.0882	1.0782	1.0921	1.0176	1.052	1.0341	0.8686	0.7528	0.7111	0.7318	0.6747	0.0	6.924881565697249	1.7106853544455416	1.0641632882970486	0.705856633580698	-0.5021800273644662	0.9195494747873066	0.02866800139194564	0.9669961973896848	0.09849260988673174	0.6028647263580998	0.015054757089633528	0.021960136288139503	0.9218833333333334	0.1578358438730288	87.93638676221966	1.6404504620716174e-06	5.785036879800199	7.6259977985044305	2.098668353125699	down
A204 Alisertib 3	1	1	1.0245	1.0783	1.0684	1.0452	1.1125	1.0992	1.0063	0.819	0.8391	0.72	0.6962	1.0	1.0245	1.0783	1.0684	1.0452	1.1125	1.0992	1.0063	0.819	0.8391	0.72	0.6962	0.0	6.531665904548542	1.4985868160412301	1.0703136419044974	0.7267116670852602	-0.4571108536386554	0.9598660956639524	0.041682979325071534	0.9149753677363999	0.1744834399947642	0.7839903462649266	0.02092177394729545	0.041403310535353	0.9595681818181818	0.14295163765891733	32.28434166976008	6.370794752478353e-05	4.195806386332483	4.795151648720759	1.5264312129754591	down
A204 Alpelisib 1	1	1	0.9875	1.0278	1.0278	1.088	0.9616	0.8906	0.9302	0.7748	0.6481	0.6151	0.4458	1.0	0.9875	1.0278	1.0278	1.088	0.9616	0.8906	0.9302	0.7748	0.6481	0.6151	0.4458	0.0	5.934817735128252	0.5846180150441949	1.0332584932700852	0.31403348949703125	-1.0795907769789879	0.864919830144227	0.040507041819717295	0.9556076342924896	0.563111303759405	0.23527952310619002	0.029033328679232848	0.2358741874541609	0.8628863636363636	0.192287313527248	64.60229841751914	5.124324191117193e-06	5.29036340235446	16.8996537213577	3.2127826536066153	down
A204 Alpelisib 2	1	1	0.9444	0.9822	0.9981	0.9786	0.998	0.9255	0.8548	0.7645	0.6255	0.5126	0.3861	1.0	0.9444	0.9822	0.9981	0.9786	0.998	0.9255	0.8548	0.7645	0.6255	0.5126	0.3861	0.0	5.975271117259587	0.7264881319255682	0.9893047044192786	0.2831379951199902	-1.3266575521290649	0.8292481357894927	0.01880831732924507	0.9914645700023252	0.16607714777789784	0.12050315052541807	0.011455086237450408	0.07820342890262608	0.8256257575757575	0.2036482358044896	348.70834427994816	9.45250288144142e-09	8.024453181577814	44.291825773169485	4.690935176510295	down
A204 Alpelisib 3	1	1	0.8953	0.9545	0.9889	0.9896	0.9891	0.9596	0.899	0.7631	0.6793	0.5443	0.4114	1.0	0.8953	0.9545	0.9889	0.9896	0.9891	0.9596	0.899	0.7631	0.6793	0.5443	0.4114	0.0	5.908419349135525	0.832443739233123	0.9734775034480703	0.33232034070572447	-1.2244757145878467	0.8400758854351993	0.030980458373457923	0.9731657291779402	0.25182677284683275	0.244880554495447	0.017222140288451374	0.11894407713214379	0.8354227272727273	0.18916651291240216	108.84951179588504	7.425986341636538e-07	6.129245853892157	24.844225683839202	3.792165305591306	down
A204 Anlotinib 1	1	1	1.106	1.0778	1.0428	1.0611	1.0517	1.0162	0.8007	0.4614	0.3647	0.1779	0.0679	1.0	1.106	1.0778	1.0428	1.0611	1.0517	1.0162	0.8007	0.4614	0.3647	0.1779	0.0679	0.0	6.51296555016927	1.012039486808354	1.0785640273904766	0.08526978666457846	-3.137094982201843	0.7609306495039169	0.0438040668718496	0.986159407489233	0.09783043545458892	0.19539623533564487	0.02457018389111012	0.06219369427197516	0.7605348484848485	0.37243436463609486	213.86620586710615	5.9417738454699593e-08	7.226083882241813	83.74218471146628	5.706397758881814	down
A204 Anlotinib 2	1	1	1.0805	1.0605	1.0063	1.0777	1.0065	0.9564	0.8767	0.474	0.3901	0.186	0.0658	1.0	1.0805	1.0605	1.0063	1.0777	1.0065	0.9564	0.8767	0.474	0.3901	0.186	0.0658	0.0	6.3972351735577675	0.9434018842458022	1.0566662159809077	0.05446100140705609	-3.315816363846498	0.7585936082979562	0.04721457888180121	0.9827956958632493	0.1228105936760231	0.2049014311677018	0.026709827898984843	0.08122924417247335	0.7566166666666666	0.36006133466705675	171.4704928042787	1.360474723148023e-07	6.866309522755456	75.53631306103327	5.540733029706439	down
A204 Anlotinib 3	1	1	1.0497	1.0902	1.0899	1.0053	1.0877	1.0186	0.8081	0.4902	0.3253	0.176	0.0631	1.0	1.0497	1.0902	1.0899	1.0053	1.0877	1.0186	0.8081	0.4902	0.3253	0.176	0.0631	0.0	6.501041797393714	1.0892696999447056	1.0724666952927646	0.08586724083485514	-3.2080831976594513	0.7601040413833796	0.040792765409028195	0.9881423848334662	0.08396021318930277	0.1954613474610594	0.022202325638331057	0.0541433136847679	0.759269696969697	0.37469432731671315	250.10993674693404	3.3003761298976805e-08	7.481436562597728	93.85186754174882	5.889922005697929	down
A204 Apatinib 1	1	1	1.0966	1.0557	1.0944	1.0951	1.0026	0.9978	0.9725	0.8886	0.5394	0.353	0.3461	1.0	1.0966	1.0557	1.0944	1.0951	1.0026	0.9978	0.9725	0.8886	0.5394	0.353	0.3461	0.0	6.158352946654668	1.5209892334008461	1.0526015510362317	0.3138863354055534	-1.615057434773354	0.872435528471578	0.03703341041209537	0.9817051802528907	0.07949168790320241	0.350027933435651	0.017457764463881056	0.04872440563882441	0.8667893939393939	0.27381822651732773	161.00555001044026	1.7222010311474294e-07	6.763916155076209	39.93232152364336	4.527880208298447	down
A204 Apatinib 2	1	1	1.0078	1.0368	1.0189	1.0558	1.0102	1.0536	0.9927	0.7857	0.4751	0.371	0.3512	1.0	1.0078	1.0368	1.0189	1.0558	1.0102	1.0536	0.9927	0.7857	0.4751	0.371	0.3512	0.0	6.295164664783982	1.837125759193562	1.030316253771245	0.3520696097003845	-1.4945591065622805	0.8459993311951495	0.01749445238973174	0.9957464754780584	0.0332923561677912	0.2192983693855465	0.008129857378997428	0.018277311983098097	0.8423303030303031	0.268274900675436	702.4733860722615	6.734709877362421e-10	9.171681108385608	65.48702406935881	5.3121011274746355	down
A204 Apatinib 3	1	1	0.9991	1.0053	1.04	1.0629	1.0335	0.9867	1.0105	0.758	0.4321	0.3606	0.3282	1.0	0.9991	1.0053	1.04	1.0629	1.0335	0.9867	1.0105	0.758	0.4321	0.3606	0.3282	0.0	6.326680905190003	1.992686574295406	1.0240238391311027	0.3383815264882251	-1.5566669205922137	0.8332369915729433	0.021915497883377426	0.9937387147563065	0.038371257563855045	0.309321325881447	0.010116835285793713	0.021662830053096636	0.8299106060606061	0.2770037573339665	476.280645563241	2.9190351780154232e-09	8.534760671190154	60.80760682971897	5.1937244838042655	down
A204 Asciminib 1	1	1	1.047	1.0533	1.0752	1.0832	1.0235	1.0677	1.1035	1.0214	1.0627	0.8723	0.409	1.0	1.047	1.0533	1.0752	1.0832	1.0235	1.0677	1.1035	1.0214	1.0627	0.8723	0.409	0.0	5.23238175750917	2.2130506350572934	1.0589155020495045	0.21013877364845004	-1.2897849711919092	1.0082380417271428	0.02846207633421673	0.97574075317652	0.37748491002242096	1.7990797161999237	0.011894307358441533	0.5766830223046601	0.991769696969697	0.18286668478189821	120.83895531093366	5.031517935780838e-07	6.298300974847994	27.572576667301977	3.9519038069403782	down
A204 Asciminib 2	1	1	1.0181	1.0815	1.0146	1.0147	1.0627	1.0447	1.0424	1.1025	1.0644	0.7958	0.4272	1.0	1.0181	1.0815	1.0146	1.0147	1.0627	1.0447	1.0424	1.1025	1.0644	0.7958	0.4272	0.0	5.368413173079448	2.463611456445472	1.0486995404452624	0.3578685856483744	-1.2045066810970815	0.992359982223829	0.03131527976282769	0.9698591131930949	0.1579409827397399	1.7073105370754484	0.013007103510796324	0.18410540055623104	0.9782772727272727	0.18047207515421415	96.63884555551653	1.1558182827897897e-06	5.937110440124074	23.06100510555057	3.678708505746763	down
A204 Asciminib 3	1	1	0.9907	0.9975	1.0503	1.0154	1.0357	1.0279	1.0218	1.0471	1.0035	0.7304	0.5117	1.0	0.9907	0.9975	1.0503	1.0154	1.0357	1.0279	1.0218	1.0471	1.0035	0.7304	0.5117	0.0	5.509346150147465	2.41784800460521	1.024051885019138	0.49225222332544927	-0.9386307652027542	0.9661183605507109	0.01945531632076571	0.9844370671263131	0.04615422475563162	0.6662003732362523	0.008096051727628128	0.04083261789274171	0.9559030303030305	0.15598616265065202	189.8487422217015	9.289457368565064e-08	7.032009654006434	22.835971023763086	3.663818910461561	down
A204 Avapritinib 1	1	1	1.0383	1.0847	1.0769	1.0291	1.0477	0.9699	0.7898	0.5028	0.338	0.2703	0.2206	1.0	1.0383	1.0847	1.0769	1.0291	1.0477	0.9699	0.7898	0.5028	0.338	0.2703	0.2206	0.0	6.659740619066874	1.2167972520759376	1.05909767732045	0.23151153295344407	-2.062819085370136	0.7705296352245672	0.023324537661724817	0.9950199168177937	0.04820056039672506	0.14259984104540432	0.012604650240996726	0.0248122199205836	0.7719651515151515	0.3306324621120795	599.8179131560876	1.2227783083723084e-09	8.912652274098523	94.21187553769144	5.896094274278807	down
A204 Avapritinib 2	1	1	1.0143	1.0412	1.0439	1.1194	1.0522	1.0145	0.7682	0.4973	0.353	0.2748	0.1978	1.0	1.0143	1.0412	1.0439	1.1194	1.0522	1.0145	0.7682	0.4973	0.353	0.2748	0.1978	0.0	6.665875006166891	1.3011953900835997	1.05967391085217	0.23713519188560597	-2.042819807209854	0.7719987230035145	0.03649111498792326	0.9880928850095216	0.07103354399799965	0.2397987871495881	0.019362930676383953	0.03673508906574197	0.7734469696969697	0.3345077063237719	249.09210380197857	3.351343166508301e-08	7.474781099562429	62.82385711591422	5.2457781098230205	down
A204 Avapritinib 3	1	1	0.998	1.0455	1.0323	0.9988	0.9534	0.8931	0.7519	0.5217	0.3846	0.3008	0.2162	1.0	0.998	1.0455	1.0323	0.9988	0.9534	0.8931	0.7519	0.5217	0.3846	0.3008	0.2162	0.0	6.603509161043172	0.8702079863966975	1.025729889477963	0.20488396552682422	-2.079271102184898	0.7465265334015637	0.01808439517031446	0.9963874369585447	0.05761301677829981	0.0850490668154436	0.011084288896389379	0.028200952669389726	0.7479333333333334	0.3010512391788333	828.3695545097623	3.6133429570236375e-10	9.442090815826328	107.50216706392234	6.109114248185652	down
A204 Axitinib 1	1	1	1.1353	1.1042	1.0522	0.9722	0.8427	0.5203	0.4546	0.3957	0.3163	0.106	0.0305	1.0	1.1353	1.1042	1.0522	0.9722	0.8427	0.5203	0.4546	0.3957	0.3163	0.106	0.0305	0.0	7.2344371394750535	0.5480843565743606	1.1605788347083572	0.030409332650013332	-3.4113236630110952	0.6277520367150347	0.07429507295939237	0.9627118980675894	0.2631737424937908	0.16381613076963267	0.07237123514649017	0.12751569408330946	0.642639393939394	0.3851766131524073	77.6345279558204	2.60191534312945e-06	5.584706837908885	43.79789443285697	4.673252413736266	down
A204 Axitinib 2	1	1	1.0111	1.0912	1.0403	0.9089	0.7275	0.4617	0.3768	0.3111	0.2372	0.1019	0.0315	1.0	1.0111	1.0912	1.0403	0.9089	0.7275	0.4617	0.3768	0.3111	0.2372	0.1019	0.0315	0.0	7.4992043100835675	0.6858345670389143	1.097417833755818	0.08846966547412441	-3.216370509540291	0.5698382312056623	0.058990245427355106	0.9758668967619458	0.15976823330388334	0.16114145924778464	0.05304748340746909	0.0649749841353252	0.587160606060606	0.3803149764995618	121.69461666845635	4.90086972010981e-07	6.309726842190377	58.68480246804819	5.137079093004046	down
